Rank,Finalworth,Category,Personname,Age,Birthyear,City,Source,Industries,Countryofcitizenship,Organization,Selfmade,Status,Gender,Title,State,Residencestateregion, CPI Country, CPI Change Country (%),GDP Country,Gross Tertiary Education Enrollment (%),Gross Primary Education Enrollment Country,Life Expectancy Country (%),Tax Revenue Country Country (%),Total Tax Rate Country (%),Population Country
1575,1900,Manufacturing,Shi Wen-long,68,1954,Tainan,Plastics,Manufacturing,Taiwan,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
1575,1900,Finance & Investments,Peter Sondakh,60,1963,Surabaya,Investments,Finance & Investments,Indonesia,-,TRUE,D,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
1575,1900,Food & Beverage,Lucy Stitzer,95,1928,Greenwich,Cargill,Food & Beverage,United States,-,FALSE,D,F,-,Connecticut,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1575,1900,Diversified,Elizabeth Sy,73,1950,Manila,Diversified,Diversified,Philippines,-,FALSE,D,F,-,-,-,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615
1575,1900,Manufacturing,Hermanto Tanoko,63,1960,Surabaya,Paints,Manufacturing,Indonesia,-,FALSE,Split Family Fortune,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
1575,1900,Construction & Engineering,Mehmet Sinan Tara,70,1952,Istanbul,Construction,Construction & Engineering,Turkey,-,FALSE,U,M,-,-,-,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615
1575,1900,Fashion & Retail,Masateru Uno & family,60,1962,Fukuoka,Drugstores,Fashion & Retail,Japan,-,TRUE,D,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
1575,1900,Energy,Vardis Vardinoyannis & family,64,1958,Athens,Oil and gas,Energy,Greece,-,TRUE,U,M,-,-,-,101.87,0.2,"$209,852,761,469 ",136.6,99.6,81.3,26.2,51.9,10716322
1575,1900,Real Estate,Jitendra Virwani,76,1947,Bangalore,Real estate,Real Estate,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1575,1900,Real Estate,Wang Chaobin,90,1933,Zhengzhou,Real estate,Real Estate,China,-,TRUE,E,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1575,1900,Fashion & Retail,Wang Ren-sheng,57,1966,Zhengzhou,Retail,Fashion & Retail,Taiwan,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1575,1900,Food & Beverage,Charlotte Colket Weber,67,1956,Hobe Sound,Campbell Soup,Food & Beverage,United States,Campbell Soup,FALSE,U,F,Director,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1575,1900,Healthcare,Xie Juhua & family,91,1931,Nanjing,Pharmaceuticals,Healthcare,China,-,FALSE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1575,1900,Manufacturing,Chuanhua Xu & family,80,1942,Hangzhou,"Chemicals, logistics",Manufacturing,China,Transfar Group,TRUE,D,M,Founder,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1575,1900,Finance & Investments,Gavril Yushvaev & family,72,1951,-,"Precious metals, real estate",Finance & Investments,Russia,-,TRUE,U,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
1575,1900,Diversified,Zhang Hongwei,88,1935,Beijing,"Oil, banking",Diversified,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1575,1900,Manufacturing,Anita Zucker,65,1957,Charleston,Chemicals,Manufacturing,United States,-,FALSE,U,F,-,South Carolina,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Cameron Adams,68,1954,Sydney,Software,Technology,Australia,-,TRUE,D,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
1647,1800,Fashion & Retail,Will Adderley,71,1952,-,Home furnishings,Fashion & Retail,United Kingdom,-,FALSE,Split Family Fortune,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
1647,1800,Diversified,Faisal Bin Qassim Al Thani,43,1979,Doha,"Hotels, diversified",Diversified,Qatar,-,TRUE,D,M,-,-,-,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,14.7,11.3,2832067
1647,1800,Sports,Leslie Alexander,51,1972,Houston,Sports team,Sports,United States,-,TRUE,E,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Real Estate,Masaaki Arai,75,1948,Tokyo,Home sales,Real Estate,Japan,-,TRUE,D,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
1647,1800,Fashion & Retail,Sabrina Benetton,79,1943,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,-,FALSE,U,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
1647,1800,Technology,Sanjeev Bikhchandani,57,1965,Delhi,Internet,Technology,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Finance & Investments,O. Francis Biondi,49,1973,New York,Hedge funds,Finance & Investments,United States,-,TRUE,E,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Energy,Alejandro Bulgheroni,59,1963,Manantiales,Oil & gas,Energy,Argentina,-,FALSE,D,M,-,-,-,202.92,7.9,"$56,045,912,952 ",63.1,108.5,77.8,20.1,41.8,3461734
1647,1800,Food & Beverage,R.G. Chandramogan,58,1964,Chennai,Dairy,Food & Beverage,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Diversified,Binod Chaudhary,78,1944,Kathmandu,Diversified,Diversified,Nepal,-,FALSE,U,M,-,-,-,188.73,5.6,"$30,641,380,604 ",12.4,142.1,70.5,20.7,41.8,28608710
1647,1800,Technology,Parker Conrad,74,1949,San Francisco,Software,Technology,United States,-,TRUE,N,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Tim Cook,67,1955,Cupertino,Apple,Technology,United States,Apple,TRUE,D,M,CEO,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Finance & Investments,Mark Coombs,42,1980,London,Finance,Finance & Investments,United Kingdom,-,TRUE,E,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
1647,1800,Media & Entertainment,John de Mol,62,1960,Blaricum,TV programs,Media & Entertainment,Netherlands,-,TRUE,E,M,-,-,-,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850
1647,1800,Construction & Engineering,D. Leopoldo Del Pino,62,1961,Madrid,Construction,Construction & Engineering,Spain,-,FALSE,D,M,-,-,-,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781
1647,1800,Technology,Diao Zhizhong,68,1955,Beijing,Software,Technology,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Healthcare,Robert Duggan,60,1962,Clearwater,Pharmaceuticals,Healthcare,United States,-,TRUE,D,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Sports,James France,59,1963,Daytona Beach,"Nascar, racing",Sports,United States,-,FALSE,E,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Healthcare,Phillip Frost,78,1944,Miami Beach,Pharmaceuticals,Healthcare,United States,-,TRUE,D,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Finance & Investments,Jayme Garfinkel & family,78,1944,Sao Paulo,Insurance,Finance & Investments,Brazil,-,FALSE,U,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
1647,1800,Food & Beverage,Christopher Goldsbury,86,1936,San Antonio,Salsa,Food & Beverage,United States,Silver Ventures,FALSE,E,M,Chief Executive Officer,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Healthcare,Yusuf Hamied,77,1945,Mumbai,Pharmaceuticals,Healthcare,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Finance & Investments,Brian Higgins,80,1943,New York,Hedge funds,Finance & Investments,United States,King Street Capital Management,TRUE,E,M,Investor,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Real Estate,Wei Huang,86,1936,Hangzhou,Real estate,Real Estate,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Automotive,Yintai Jiang & family,58,1965,Shanghai,Auto parts,Automotive,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Healthcare,Lei Jin,63,1959,Changchun,Pharmaceuticals,Healthcare,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Healthcare,Jin Lei & family,72,1950,Beijing,Medical equipment,Healthcare,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Technology,Valentin Kipyatkov,57,1965,Peyia,Software,Technology,Cyprus,-,TRUE,D,M,-,-,-,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575
1647,1800,Diversified,Koo Kwang-mo,68,1954,Seoul,LG,Diversified,South Korea,-,FALSE,U,M,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
1647,1800,Technology,George Kurtz,46,1976,Paradise Valley,Security software,Technology,United States,-,TRUE,D,M,-,Arizona,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Sports,Joe Lacob,45,1978,Atherton,Golden State Warriors,Sports,United States,-,TRUE,U,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Joe Lau,52,1970,Stanford,"Blockchain, technology",Technology,United States,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Diversified,Louise Lindh,67,1956,Stockholm,Investments,Diversified,Sweden,-,FALSE,U,F,-,-,-,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453
1647,1800,Metals & Mining,Luo Yangyong & family,33,1989,Panzhihua,Mining,Metals & Mining,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Media & Entertainment,Joao Roberto Marinho,43,1979,Rio de Janeiro,Media,Media & Entertainment,Brazil,-,FALSE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
1647,1800,Media & Entertainment,Jose Roberto Marinho,47,1975,Rio de Janeiro,Media,Media & Entertainment,Brazil,-,FALSE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
1647,1800,Media & Entertainment,Roberto Irineu Marinho,69,1953,Rio de Janeiro,Media,Media & Entertainment,Brazil,-,FALSE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
1647,1800,Healthcare,Gary Michelson,67,1955,Los Angeles,Medical patents,Healthcare,United States,-,TRUE,E,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Robert G. Miller,75,1947,Montreal,Electronics components,Technology,Canada,Future Electronics,TRUE,E,M,Founder,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
1647,1800,Real Estate,David Mindus,74,1949,Stockholm,Real estate,Real Estate,Sweden,-,TRUE,D,M,-,-,-,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453
1647,1800,Technology,Adriaan Mol,77,1945,Amsterdam,Fintech,Technology,Netherlands,-,TRUE,N,M,-,-,-,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850
1647,1800,Real Estate,Mofatraj Munot,51,1972,Mumbai,Real estate,Real Estate,India,-,TRUE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Finance & Investments,Ezra Nahmad,39,1984,Monte Carlo,Art,Finance & Investments,Monaco,-,FALSE,U,M,Investor,-,-,-,-,"$7,184,844,193 ",-,-,-,-,-,38964
1647,1800,Manufacturing,Satyanarayan Nuwal,78,1944,Nagpur,Industrial explosives,Manufacturing,India,-,TRUE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Food & Beverage,Maike Oberwelland-Height,77,1945,-,Candy,Food & Beverage,Germany,-,FALSE,Split Family Fortune,F,-,-,-,-,-,-,-,-,-,-,-,-
1647,1800,Diversified,Nihat Ozdemir,70,1952,Ankara,Diversified,Diversified,Turkey,-,TRUE,D,M,-,-,-,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615
1647,1800,Technology,Benjamin Zhengmin Pan & family, -, -,Shenzhen,Electronics,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Media & Entertainment,Pierre Karl Péladeau,72,1950,Montreal,Media,Media & Entertainment,Canada,-,FALSE,E,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
1647,1800,Finance & Investments,Ronald Perelman,53,1969,New York,Leveraged buyouts,Finance & Investments,United States,-,TRUE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Olivier Pomel,61,1961,New York,Cloud computing,Technology,France,Datadog,TRUE,D,M,Cofounder,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Media & Entertainment,Krit Ratanarak,80,1943,Bangkok,"Media, real estate",Media & Entertainment,Thailand,-,FALSE,E,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
1647,1800,Manufacturing,Vinod Saraf,46,1977,Mumbai,Chemicals,Manufacturing,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Technology,Karin Schick,76,1946,Gaildorf,Information technology,Technology,Germany,-,FALSE,D,F,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
1647,1800,Metals & Mining,Anatoly Sedykh,70,1952,Moscow,Steel pipes,Metals & Mining,Russia,-,TRUE,R,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
1647,1800,Food & Beverage,Genhuo Shao,54,1970,Beijing,Agribusiness,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Energy,Shen Xiqiang & family,58,1964,Yixing,Chemical,Energy,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Technology,S.D. Shibulal,57,1965,Bangalore,Software services,Technology,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1647,1800,Fashion & Retail,Suh Kyung-bae,75,1948,Seoul,Cosmetics,Fashion & Retail,South Korea,Amorepacific Corp. (New),FALSE,D,M,Chairman,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
1647,1800,Food & Beverage,Bambang Sutantio,68,1955,-,Dairy & consumer products,Food & Beverage,Indonesia,-,TRUE,U,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
1647,1800,Manufacturing,Sze Man Bok,60,1963,Jinjiang,Hygiene products,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Logistics,Jim Thompson,64,1958,Hong Kong,Logistics,Logistics,United States,-,TRUE,U,M,-,-,-,-,-,-,-,-,-,-,-,-
1647,1800,Manufacturing,Tran Dinh Long,73,1950,Hanoi,Steel,Manufacturing,Vietnam,-,TRUE,D,M,-,-,-,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106
1647,1800,Technology,Alan Trefler,83,1940,Brookline,Software,Technology,United States,-,TRUE,D,M,-,Massachusetts,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Finance & Investments,Riaz Valani,62,1961,Malibu,E-cigarettes,Finance & Investments,United States,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Pieter van der Does,67,1956,Amsterdam,Payments software,Technology,Netherlands,-,TRUE,D,M,-,-,-,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850
1647,1800,Manufacturing,Martin Viessmann,46,1976,Allendorf,Heating and cooling equipment,Manufacturing,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
1647,1800,Technology,Nikil Viswanathan,53,1969,San Francisco,Blockchain technology,Technology,United States,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Media & Entertainment,Todd Wagner,69,1953,Dallas,Online media,Media & Entertainment,United States,-,TRUE,D,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Technology,Evan Williams,35,1987,San Francisco,Twitter,Technology,United States,Twitter,TRUE,D,M,Cofounder and Director,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Metals & Mining,Kie Chie Wong,62,1960,Sydney,Investments,Metals & Mining,Malaysia,-,FALSE,U,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
1647,1800,Finance & Investments,Thomas Wu,51,1972,Taipei,Finance,Finance & Investments,Taiwan,-,FALSE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
1647,1800,Energy,Wu Yingming,75,1948,Ningde,Batteries,Energy,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Healthcare,Amy Wyss,72,1950,Wilson,Medical equipment,Healthcare,United States,-,FALSE,D,F,-,Wyoming,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Real Estate,Yan Zhi,56,1967,Wuhan,Real estate,Real Estate,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1647,1800,Fashion & Retail,Yoshiaki Yoshida,52,1971,-,cosmetics,Fashion & Retail,Japan,-,TRUE,U,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
1647,1800,Manufacturing,Alan Zekelman,50,1972,Bloomfield Hills,Steel,Manufacturing,Canada,-,FALSE,U,M,-,Michigan,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1647,1800,Real Estate,Zhang Li,82,1941,Guangzhou,Real estate,Real Estate,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1725,1700,Sports,Amy Adams Strunk,60,1962,Nashville,Tennessee Titans,Sports,United States,Tennessee Titans,FALSE,N,F,Owner,Tennessee,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Finance & Investments,Marc Andreessen,70,1953,Atherton,Venture capital investing,Finance & Investments,United States,Andreessen Horowitz,TRUE,E,M,Investor,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Metals & Mining,Giovanni Arvedi,67,1955,Cremona,Steel,Metals & Mining,Italy,-,TRUE,N,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
1725,1700,Real Estate,Lesley Bamberger,51,1971,Amsterdam,Real estate,Real Estate,Netherlands,-,FALSE,U,M,-,-,-,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850
1725,1700,Media & Entertainment,Bang Si-hyuk,85,1937,Seoul,Entertainment,Media & Entertainment,South Korea,-,TRUE,D,M,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
1725,1700,Finance & Investments,David Booth,57,1965,Austin,Mutual funds,Finance & Investments,United States,Dimensional Fund Advisors,TRUE,E,M,Chairman and CEO,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Technology,Jim Breyer,50,1972,Austin,Venture capital,Technology,United States,Breyer Capital,TRUE,D,M,Investor,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Manufacturing,Chen Kaichen,77,1946,Guangzhou,Household chemicals,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1725,1700,Manufacturing,Kommer Damen,61,1961,Gorinchem,Shipbuilding,Manufacturing,Netherlands,-,FALSE,D,M,-,-,-,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850
1725,1700,Food & Beverage,Carl DeSantis, -, -,Delray Beach,Energy drink,Food & Beverage,United States,-,TRUE,U,M,-,Florida,-,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Finance & Investments,Marek Dospiva,79,1944,Prague,Investments,Finance & Investments,Czech Republic,-,TRUE,U,M,-,-,-,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709
1725,1700,Healthcare,Keith Dunleavy & family,83,1939,Annapolis,Health IT,Healthcare,United States,-,TRUE,E,M,-,Maryland,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Finance & Investments,John Elkann,53,1969,Turin,"FIAT, investments",Finance & Investments,Italy,-,FALSE,D,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
1725,1700,Automotive,Francois Feuillet & family,53,1969,Paris,"Motorhomes, RVs",Automotive,France,-,FALSE,D,M,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
1725,1700,Media & Entertainment,Yasuhiro Fukushima,47,1976,Tokyo,Video games,Media & Entertainment,Japan,-,TRUE,D,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
1725,1700,Finance & Investments,Mario Gabelli,74,1949,Greenwich,Money management,Finance & Investments,United States,-,TRUE,D,M,-,Connecticut,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Finance & Investments,Rolf Gerling,75,1947,Zurich,Insurance,Finance & Investments,Germany,-,FALSE,E,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
1725,1700,Real Estate,John Goff,81,1942,Fort Worth,Real estate,Real Estate,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
1725,1700,Fashion & Retail,Alexandre Grendene Bartelle,68,1954,Porto Alegre,Shoes,Fashion & Retail,Brazil,-,TRUE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
1725,1700,Fashion & Retail,Gerry Harvey,67,1955,Sydney,Retail,Fashion & Retail,Australia,-,TRUE,D,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
1725,1700,Technology,He Zhaoxi,73,1950,Shenzhen,Software,Technology,China,-,TRUE,E,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
1725,1700,Real Estate,William Heinecke,83,1939,Bangkok,Hotels,Real Estate,Thailand,-,TRUE,E,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
1725,1700,Finance & Investments,Jay Hennick,49,1974,Toronto,Real estate finance,Finance & Investments,Canada,-,TRUE,D,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
1725,1700,Manufacturing,Ilkka Herlin,73,1949,Helsinki,"Elevators, escalators",Manufacturing,Finland,-,FALSE,U,M,-,-,-,112.33,1,"$268,761,201,365 ",88.2,100.2,81.7,20.8,36.6,5520314
1725,1700,Real Estate,Asok Kumar Hiranandani,66,1957,Singapore,Real estate,Real Estate,Singapore,-,FALSE,U,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
1725,1700,Finance & Investments,Hal Jackman,64,1959,Toronto,"Insurance, investments",Finance & Investments,Canada,-,TRUE,D,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
1725,1700,Manufacturing,Pavan Jain,68,1954,Delhi,Chemicals,Manufacturing,India,-,FALSE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
1725,1700,Real Estate,Keeree Kanjanapas,90,1932,Bangkok,Transportation,Real Estate,Thailand,-,TRUE,D,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
